"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
4.36441512427304,9.69923956271028,20.9993700546069,5.22079560251313e-40,7.75566589405335e-37,80.5989404595395,"Upregulated"
1.74771340239163,9.70462189485981,16.6607929970948,1.13048547028629e-31,2.39910549851327e-29,61.5718779342192,"Upregulated"
1.42227021201336,10.5777351008505,15.9777801010434,2.8790471571243e-30,4.97316339551943e-28,58.3561041146281,"Upregulated"
1.36643397130611,11.5221092136075,15.8073860094435,6.51498278892081e-30,1.04441267255772e-27,57.5447101811207,"Upregulated"
1.01044086179802,7.99945745918692,14.7857171754206,9.38279858795842e-28,1.14249672642337e-25,52.6052727551265,"Upregulated"
1.66910409621463,9.26509329483178,14.7021564947392,1.41652657187534e-27,1.7154598696249e-25,52.1957916326545,"Upregulated"
1.87245344223891,7.47715359665421,14.6738020607745,1.62932120287198e-27,1.95194432062346e-25,52.0566600845516,"Upregulated"
2.21619725443736,9.24300718960748,14.6192420488003,2.13341941907204e-27,2.52866941038203e-25,51.788681048374,"Upregulated"
1.83141413145848,8.19691660485981,14.5491439401934,3.01787485789375e-27,3.50246382596075e-25,51.4438844515823,"Upregulated"
2.36007949937332,8.74754463738318,14.2339658073861,1.44510647605772e-26,1.51179847915466e-24,49.8867457995709,"Upregulated"
2.45596293901019,7.38557097898131,14.1313335584545,2.41223921403739e-26,2.43221386454277e-24,49.3773135820278,"Upregulated"
1.07591118475369,11.7753632807477,14.079128114655,3.13183539574443e-26,3.07430344155828e-24,49.1177430554264,"Upregulated"
1.22755964527058,8.7512889712243,13.8949752338257,7.88402701239709e-26,7.40635316493811e-24,48.1997804327611,"Upregulated"
2.11829633553482,9.03014105160748,13.8943061515357,7.91056883388803e-26,7.40635316493811e-24,48.1964386310023,"Upregulated"
1.12762736244439,10.0112128073551,13.8807661941211,8.46739195479345e-26,7.85644965048083e-24,48.1288017620187,"Upregulated"
1.02841124179099,12.5963650683178,13.813034223337,1.19029510398553e-25,1.05251372230594e-23,47.7901679246787,"Upregulated"
1.02044975396235,8.33556198714953,13.7501892296107,1.63332720501589e-25,1.39982423497573e-23,47.4755396475888,"Upregulated"
1.8202872279722,8.11610665547664,13.6924242918529,2.18544255996854e-25,1.80363765051033e-23,47.1859847046465,"Upregulated"
2.54836273574384,7.25186027104673,13.4344934703631,8.05418306397623e-25,6.27522242009029e-23,45.8889501984197,"Upregulated"
1.95111668730506,8.44842824729906,13.4023035390224,9.48244162002516e-25,7.30027563023723e-23,45.7266160412903,"Upregulated"
1.12355741756755,7.37261443643925,13.1948160868091,2.72242594735918e-24,1.93814113051133e-22,44.6778598825087,"Upregulated"
1.34104386887015,9.10904399848598,13.0495314571835,5.7111844438436e-24,3.91576378345129e-22,43.94110491315,"Upregulated"
2.08649122222553,10.1417867150561,13.0131128216096,6.87886253459971e-24,4.67322237373431e-22,43.7561195772401,"Upregulated"
1.0849026603976,12.4275899139252,12.9679727021052,8.66416971782086e-24,5.79770852318925e-22,43.5266688827109,"Upregulated"
1.25996123792188,10.1688295048224,12.8610697974038,1.49749165183057e-23,9.53388756506871e-22,42.9825540329468,"Upregulated"
2.42207690664742,6.68344500573832,12.8517377937945,1.57083125181871e-23,9.97231703255734e-22,42.935008592801,"Upregulated"
3.06152204233462,7.31694310558879,12.7231074616232,3.0386767328641e-23,1.88085648995585e-21,42.2788934191541,"Upregulated"
2.44145754003765,6.39494994384112,12.6952185751001,3.5066666709632e-23,2.15259100355573e-21,42.136454325768,"Upregulated"
1.29061208913159,9.6842759211215,12.6441854614609,4.55831227943958e-23,2.78281842528088e-21,41.8756423524849,"Upregulated"
1.35181351327833,10.4088615302523,12.5811416358422,6.30451323041741e-23,3.80714006269353e-21,41.5531545312765,"Upregulated"
1.35721210618367,9.24696212571963,12.537521892243,7.89197399116591e-23,4.64002259749736e-21,41.3298397566072,"Upregulated"
1.17279246901582,9.30861209716822,12.5321738039283,8.11238583178414e-23,4.75706035499068e-21,41.3024493895261,"Upregulated"
1.5503999613128,8.5539682677757,12.42698367962,1.39522834660587e-22,7.97176237113298e-21,40.7632611953627,"Upregulated"
2.28409146539585,9.15486720158878,12.3487230916371,2.08975733999827e-22,1.16706924328775e-20,40.3615600153612,"Upregulated"
1.3860715202002,8.94953931485047,12.3295761022055,2.30702309085187e-22,1.28197993849008e-20,40.2632112929823,"Upregulated"
1.27878293886593,9.40286488685047,12.2732299602667,3.08697596327359e-22,1.67773378999086e-20,39.9736324452537,"Upregulated"
1.38832127318754,9.24469538520561,12.2403753256562,3.65872576627224e-22,1.97402872275652e-20,39.8046768880278,"Upregulated"
1.35426295876283,9.26510631793458,12.2264049726019,3.93296283751041e-22,2.11176411827095e-20,39.732810681414,"Upregulated"
1.56834074456438,10.3591305788131,12.155610067011,5.673917257566e-22,2.97486819412572e-20,39.3684164155672,"Upregulated"
1.77434891395953,7.84231826238318,12.147165953751,5.92758337193492e-22,3.10057136800061e-20,39.3249297297351,"Upregulated"
1.68484415845988,9.16715696771963,12.0504327428657,9.78654012646573e-22,5.03633888309552e-20,38.8264135475633,"Upregulated"
