"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
-0.362145724818795,10.3051742602991,-4.35699528700652,3.00571844825081e-05,0.0001141189711746,1.37744548782568,"Not Significant"
-0.176716633477839,6.52556913616822,-4.35690911377852,3.00672462476671e-05,0.000114137725406604,1.37712435824898,"Not Significant"
0.241084442625263,7.04961020473832,4.35516392923893,3.02717173567448e-05,0.000114894341314996,1.37062178400129,"Not Significant"
0.342237454148837,8.54458555507477,4.35507525683502,3.02821421678981e-05,0.000114914334796879,1.37029143853079,"Not Significant"
-0.364459513992617,8.22182493471963,-4.35481388043023,3.03128911305463e-05,0.000115009956788644,1.36931771869402,"Not Significant"
-0.348123006386709,8.05080336633645,-4.35474331437681,3.03211978500728e-05,0.000115009956788644,1.36905484213428,"Not Significant"
-0.66508862822766,8.07069326705608,-4.35472949891284,3.03228244012603e-05,0.000115009956788644,1.36900337635443,"Not Significant"
0.297522271186833,7.27514656027103,4.35451994768102,3.03475060364922e-05,0.000115083981792232,1.36822276387059,"Not Significant"
-0.17090639680542,7.32857924425234,-4.35364272757197,3.04510381791364e-05,0.000115456948059503,1.36495526194013,"Not Significant"
0.26684150350633,7.43135779993458,4.35306819854842,3.05190301390658e-05,0.000115695057602723,1.36281548514637,"Not Significant"
0.956179941238208,5.66167027773832,4.35022173366051,3.08580547218577e-05,0.000116960373085075,1.35221702866489,"Not Significant"
-0.359082771499652,6.82858598814019,-4.34996339234733,3.08890030900535e-05,0.000117057764601303,1.35125536779119,"Not Significant"
0.320455838074593,6.25570699113084,4.34960122045323,3.09324403386483e-05,0.000117202443133158,1.34990727094242,"Not Significant"
0.20813621228641,5.85741509151402,4.34814761279974,3.11073722031146e-05,0.000117845218429446,1.34449736228732,"Not Significant"
-0.217762745460243,5.09700497259813,-4.34782754083609,3.11460185258234e-05,0.000117971567365447,1.3433063171967,"Not Significant"
0.260240638312446,9.9223705435514,4.34737027535041,3.12013101971458e-05,0.000118147709182254,1.34160485720994,"Not Significant"
-0.277675545175235,6.88526255971963,-4.34735526738711,3.12031265331222e-05,0.000118147709182254,1.34154901552438,"Not Significant"
0.200910116493663,7.24074399216822,4.34724039841986,3.12170319021707e-05,0.000118180278945985,1.34112161512618,"Not Significant"
-0.190764840974316,8.53548373371028,-4.34579125965971,3.13929696898491e-05,0.000118826149753509,1.33573039171818,"Not Significant"
-0.326174585003528,12.0990751870093,-4.34461131190112,3.15369305137636e-05,0.000119350785094802,1.33134157041149,"Not Significant"
0.256716435176626,6.70194825848598,4.34421206958812,3.15857843348467e-05,0.000119515373125045,1.329856776233,"Not Significant"
